census_block_group,visits_wawa,visits_7_eleven,visits_starbucks
340030021002,4.0,,
340030023002,4.0,,
340030023003,8.0,,
340030050003,4.0,,
340030062013,4.0,,
340030080001,4.0,,
340030080004,4.0,,
340030091003,4.0,,
340030101004,4.0,,
340030111004,8.0,,
340030112001,4.0,,
340030120011,4.0,,
340030120023,8.0,,
340030130023,4.0,,
340030130025,4.0,,
340030140004,4.0,,
340030152005,4.0,,
340030153003,5.0,,
340030154003,4.0,,4.0
340030160004,4.0,,
340030171003,4.0,,
340030172001,4.0,,
340030174002,4.0,,
340030174004,4.0,,4.0
340030192041,4.0,,
340030202002,4.0,,
340030212002,4.0,,
340030212003,4.0,,
340030213001,4.0,,
340030215006,4.0,,
340030232007,16.0,,
340030241003,8.0,,
340030251007,4.0,,4.0
340030252002,4.0,,
340030252004,4.0,,
340030261002,4.0,,
340030261003,4.0,,
340030270003,4.0,,
340030291001,4.0,,
340030292002,12.0,,
340030301001,4.0,,
340030303004,4.0,,
340030311004,8.0,,
340030314006,4.0,,
340030321021,4.0,4.0,
340030321023,4.0,,
340030321042,4.0,,
340030322013,4.0,,
340030322021,4.0,,8.0
340030351002,4.0,,
340030351003,4.0,,
340030371005,4.0,,
340030372012,4.0,,
340030381004,4.0,,
340030383001,4.0,,
340030392003,4.0,,4.0
340030400012,4.0,,
340030413012,12.0,,
340030413013,4.0,,
340030421002,4.0,,
340030421006,4.0,,
340030423024,4.0,,
340030430023,4.0,,
340030462004,4.0,,
340030474001,8.0,,
340030475004,4.0,,
340030481001,8.0,,
340030490013,8.0,,
340030511001,4.0,,
340030511005,8.0,,
340030512002,4.0,,
340030513001,4.0,,
340030513006,4.0,,
340030514003,4.0,,
340030521006,4.0,,
340030532004,8.0,,4.0
340030562004,4.0,,
340030571021,4.0,,
340030581003,4.0,,
340030582005,4.0,,
340030591001,4.0,,
340030600003,4.0,,
340030612002,4.0,,
340030614002,4.0,,
340030614004,5.0,,
340057001021,82.0,8.0,12.0
340057001022,90.0,15.0,16.0
340057001031,95.0,,8.0
340057001032,98.0,8.0,28.0
340057001041,28.0,,4.0
340057001042,82.0,12.0,30.0
340057002001,32.0,8.0,39.0
340057002002,84.0,,45.0
340057003031,234.0,8.0,78.0
340057003032,92.0,23.0,66.0
340057003041,63.0,8.0,50.0
340057003042,128.0,18.0,67.0
340057003051,115.0,24.0,42.0
340057003052,91.0,11.0,36.0
340057003053,187.0,16.0,122.0
340057003061,90.0,8.0,23.0
340057003062,207.0,30.0,50.0
340057003071,115.0,16.0,59.0
340057003072,143.0,20.0,103.0
340057004011,78.0,4.0,15.0
340057004012,134.0,20.0,37.0
340057004021,276.0,16.0,59.0
340057004022,153.0,12.0,20.0
340057004031,179.0,17.0,37.0
340057004032,172.0,12.0,32.0
340057004033,137.0,9.0,18.0
340057004034,141.0,8.0,29.0
340057004051,73.0,4.0,8.0
340057004052,194.0,,14.0
340057004071,100.0,4.0,16.0
340057004072,83.0,8.0,4.0
340057004073,143.0,,27.0
340057004074,72.0,4.0,4.0
340057004081,87.0,4.0,29.0
340057004082,88.0,,12.0
340057005011,93.0,,66.0
340057005012,161.0,16.0,84.0
340057005013,124.0,29.0,60.0
340057005021,163.0,31.0,81.0
340057005031,119.0,12.0,97.0
340057005032,112.0,8.0,97.0
340057005033,33.0,6.0,25.0
340057005041,115.0,4.0,73.0
340057005042,107.0,12.0,72.0
340057005051,199.0,16.0,131.0
340057005052,186.0,4.0,145.0
340057006021,77.0,26.0,28.0
340057006022,164.0,49.0,49.0
340057006023,464.0,60.0,262.0
340057006031,143.0,24.0,60.0
340057006032,278.0,24.0,143.0
340057006033,151.0,12.0,20.0
340057006051,250.0,65.0,58.0
340057006052,235.0,44.0,109.0
340057006053,309.0,22.0,80.0
340057007011,109.0,16.0,35.0
340057007012,253.0,16.0,55.0
340057007021,103.0,4.0,26.0
340057007022,75.0,34.0,38.0
340057007031,124.0,28.0,28.0
340057007032,96.0,9.0,23.0
340057008001,283.0,82.0,61.0
340057008002,132.0,56.0,38.0
340057008003,148.0,34.0,33.0
340057009001,79.0,8.0,18.0
340057009002,150.0,28.0,19.0
340057010011,248.0,39.0,43.0
340057010012,139.0,18.0,12.0
340057010013,32.0,12.0,
340057010021,127.0,33.0,31.0
340057010022,162.0,19.0,23.0
340057010023,147.0,20.0,20.0
340057011021,218.0,16.0,29.0
340057011022,404.0,27.0,145.0
340057011031,509.0,54.0,108.0
340057011032,69.0,12.0,20.0
340057011033,117.0,23.0,8.0
340057011034,324.0,59.0,103.0
340057011041,247.0,16.0,60.0
340057011042,103.0,8.0,20.0
340057011043,271.0,17.0,76.0
340057011051,190.0,15.0,56.0
340057011052,308.0,24.0,67.0
340057011053,181.0,20.0,34.0
340057012011,183.0,4.0,8.0
340057012012,100.0,4.0,20.0
340057012013,51.0,4.0,12.0
340057012014,84.0,4.0,4.0
340057012031,155.0,20.0,18.0
340057012032,77.0,9.0,25.0
340057012041,132.0,21.0,21.0
340057012042,39.0,8.0,17.0
340057012051,152.0,,40.0
340057012052,72.0,,8.0
340057013011,228.0,4.0,60.0
340057013012,178.0,12.0,42.0
340057013013,117.0,8.0,20.0
340057013014,127.0,12.0,19.0
340057013021,167.0,24.0,35.0
340057013022,122.0,,30.0
340057013031,72.0,4.0,16.0
340057013032,392.0,23.0,146.0
340057014011,210.0,4.0,58.0
340057014012,516.0,20.0,152.0
340057014021,154.0,16.0,24.0
340057015021,155.0,25.0,53.0
340057015022,79.0,14.0,11.0
340057017001,40.0,12.0,8.0
340057017002,46.0,8.0,13.0
340057017003,47.0,11.0,4.0
340057017004,37.0,20.0,22.0
340057021011,97.0,20.0,122.0
340057021012,46.0,25.0,54.0
340057022031,202.0,18.0,16.0
340057022032,279.0,4.0,12.0
340057022041,301.0,8.0,36.0
340057022061,222.0,30.0,26.0
340057022071,138.0,10.0,9.0
340057022072,294.0,15.0,26.0
340057022081,160.0,4.0,8.0
340057022082,235.0,8.0,26.0
340057022083,235.0,,8.0
340057022084,105.0,4.0,16.0
340057022085,370.0,12.0,15.0
340057022091,317.0,13.0,25.0
340057022092,75.0,,8.0
340057022101,405.0,34.0,41.0
340057022102,384.0,61.0,50.0
340057023001,217.0,18.0,32.0
340057024001,122.0,12.0,17.0
340057024002,286.0,8.0,35.0
340057024003,64.0,,17.0
340057025001,304.0,27.0,76.0
340057025002,273.0,12.0,39.0
340057025003,229.0,18.0,68.0
340057026011,127.0,13.0,28.0
340057026012,118.0,4.0,18.0
340057026013,98.0,15.0,12.0
340057026014,89.0,13.0,20.0
340057026015,51.0,13.0,44.0
340057026031,84.0,34.0,12.0
340057026032,56.0,13.0,8.0
340057026033,79.0,22.0,20.0
340057027001,151.0,,37.0
340057027002,286.0,20.0,36.0
340057027003,602.0,12.0,145.0
340057027004,94.0,,20.0
340057028011,192.0,4.0,17.0
340057028021,199.0,,26.0
340057028022,68.0,4.0,14.0
340057028031,154.0,8.0,12.0
340057028032,141.0,,
340057028041,110.0,,4.0
340057028042,80.0,,4.0
340057028051,144.0,4.0,29.0
340057028052,106.0,,19.0
340057028061,196.0,8.0,21.0
340057028062,122.0,8.0,17.0
340057028071,56.0,,
340057028072,131.0,4.0,12.0
340057028081,107.0,4.0,18.0
340057028082,156.0,4.0,27.0
340057028091,136.0,,13.0
340057028101,107.0,12.0,12.0
340057028111,196.0,4.0,49.0
340057029051,307.0,,37.0
340057029052,352.0,33.0,84.0
340057029061,468.0,21.0,89.0
340057029071,75.0,,33.0
340057029072,151.0,12.0,46.0
340057029081,74.0,4.0,4.0
340057029082,253.0,26.0,122.0
340057029083,88.0,4.0,20.0
340057029091,224.0,12.0,47.0
340057029092,198.0,,65.0
340057029093,132.0,4.0,16.0
340057029101,309.0,22.0,81.0
340057029102,238.0,12.0,57.0
340057029131,29.0,4.0,16.0
340057029132,100.0,8.0,8.0
340057029133,137.0,16.0,24.0
340057029141,263.0,12.0,69.0
340057029142,183.0,21.0,58.0
340057029151,185.0,14.0,71.0
340057029152,213.0,26.0,24.0
340057029171,115.0,23.0,82.0
340057029181,128.0,4.0,56.0
340057030001,184.0,,66.0
340057030002,396.0,13.0,83.0
340057030003,198.0,12.0,45.0
340057031021,355.0,20.0,158.0
340057031031,156.0,,70.0
340057031032,89.0,8.0,4.0
340057031033,315.0,23.0,98.0
340057031041,370.0,12.0,128.0
340057031042,109.0,4.0,22.0
340057031043,166.0,,62.0
340057032011,594.0,12.0,51.0
340057032012,156.0,5.0,8.0
340057032021,155.0,22.0,26.0
340057032022,390.0,4.0,109.0
340057032031,36.0,,5.0
340057032032,265.0,,44.0
340057032033,82.0,,8.0
340057036001,389.0,8.0,75.0
340057036002,436.0,,113.0
340057036003,292.0,4.0,29.0
340057036004,242.0,12.0,41.0
340057037001,605.0,25.0,132.0
340057037002,403.0,,62.0
340057037003,443.0,12.0,80.0
340057038011,127.0,,24.0
340057038012,300.0,20.0,88.0
340057038013,139.0,,49.0
340057038014,311.0,,126.0
340057038015,131.0,4.0,48.0
340057038021,242.0,8.0,68.0
340057038022,273.0,21.0,67.0
340057038031,209.0,8.0,94.0
340057038032,159.0,4.0,48.0
340057038033,250.0,37.0,44.0
340057038041,116.0,9.0,37.0
340057038042,166.0,30.0,46.0
340057038043,77.0,31.0,53.0
340057038044,481.0,71.0,195.0
340057038045,170.0,22.0,46.0
340057038046,78.0,8.0,13.0
340057039001,179.0,8.0,109.0
340057039002,54.0,12.0,24.0
340057039003,64.0,,20.0
340057039004,223.0,13.0,91.0
340057040041,113.0,9.0,16.0
340057040042,223.0,29.0,44.0
340057040051,156.0,12.0,40.0
340057040052,336.0,24.0,91.0
340057040061,177.0,28.0,33.0
340057040071,256.0,53.0,86.0
340057040072,48.0,16.0,16.0
340057040081,49.0,8.0,21.0
340057040082,126.0,17.0,48.0
340057040083,41.0,16.0,16.0
340057040084,101.0,16.0,37.0
340057040091,232.0,45.0,87.0
340057040092,346.0,45.0,116.0
340057040111,539.0,83.0,122.0
340057040121,147.0,26.0,56.0
340057040122,182.0,42.0,65.0
340057040123,105.0,20.0,26.0
340057040124,143.0,56.0,52.0
340057040131,266.0,32.0,71.0
340057040132,197.0,22.0,54.0
340057040133,196.0,4.0,27.0
340057040141,284.0,8.0,57.0
340057040142,436.0,81.0,138.0
340057040143,273.0,32.0,108.0
340057042001,376.0,41.0,107.0
340057042002,22.0,4.0,9.0
340057042003,216.0,71.0,54.0
340057042004,143.0,44.0,37.0
340057043021,348.0,97.0,106.0
340057043022,52.0,14.0,32.0
340057045001,78.0,37.0,5.0
340057045002,217.0,44.0,47.0
340057045003,128.0,36.0,35.0
340057045004,32.0,4.0,
340057046001,51.0,8.0,26.0
340057046002,237.0,23.0,40.0
340057047001,384.0,12.0,52.0
340057047002,75.0,4.0,
340057048011,26.0,8.0,4.0
340057048012,115.0,16.0,143.0
340057048022,16.0,,
340057048023,32.0,22.0,37.0
340057048024,4.0,,
340059821111,35.0,8.0,66.0
340076002001,4.0,4.0,4.0
340076002002,75.0,4.0,4.0
340076004001,4.0,,
340076004003,9.0,,
340076004004,8.0,8.0,
340076004005,32.0,4.0,
340076007001,58.0,12.0,8.0
340076008001,24.0,4.0,4.0
340076008002,8.0,4.0,
340076008003,39.0,16.0,
340076008004,8.0,,4.0
340076008005,4.0,,8.0
340076009001,93.0,12.0,8.0
340076009002,43.0,12.0,
340076009003,76.0,25.0,
340076010001,100.0,8.0,26.0
340076010002,82.0,12.0,22.0
340076010003,41.0,4.0,16.0
340076010004,48.0,8.0,8.0
340076011011,90.0,8.0,12.0
340076011012,28.0,16.0,9.0
340076011013,32.0,24.0,
340076011021,69.0,9.0,12.0
340076011022,51.0,12.0,12.0
340076011023,55.0,16.0,4.0
340076011024,21.0,4.0,
340076012001,22.0,24.0,
340076012002,78.0,8.0,8.0
340076012003,28.0,4.0,
340076012004,64.0,4.0,20.0
340076013001,28.0,5.0,
340076013002,41.0,4.0,12.0
340076013003,47.0,,7.0
340076013004,21.0,13.0,4.0
340076014001,20.0,8.0,4.0
340076014002,25.0,8.0,
340076014003,33.0,,
340076014004,63.0,4.0,4.0
340076014005,52.0,,16.0
340076015001,28.0,,8.0
340076015002,25.0,4.0,
340076015003,39.0,16.0,8.0
340076015004,8.0,,
340076015005,68.0,4.0,16.0
340076016001,8.0,4.0,5.0
340076016002,8.0,,
340076016003,32.0,8.0,
340076017001,73.0,,5.0
340076017002,28.0,,
340076018001,45.0,12.0,4.0
340076019001,24.0,,
340076019002,96.0,4.0,
340076020001,32.0,4.0,
340076020002,52.0,,
340076020003,22.0,4.0,4.0
340076020004,36.0,8.0,
340076020005,44.0,9.0,
340076025031,81.0,4.0,25.0
340076025032,78.0,,4.0
340076025033,36.0,12.0,12.0
340076026011,140.0,28.0,45.0
340076026012,77.0,4.0,22.0
340076026021,172.0,42.0,16.0
340076026022,113.0,16.0,34.0
340076029011,281.0,24.0,60.0
340076029012,66.0,8.0,28.0
340076029013,186.0,32.0,50.0
340076029021,178.0,17.0,37.0
340076029022,139.0,28.0,49.0
340076030011,42.0,,10.0
340076030012,147.0,18.0,22.0
340076030013,215.0,20.0,27.0
340076030021,43.0,39.0,4.0
340076030022,55.0,32.0,4.0
340076030023,56.0,8.0,12.0
340076030024,76.0,40.0,20.0
340076030025,78.0,15.0,12.0
340076031001,40.0,8.0,24.0
340076031002,50.0,15.0,18.0
340076031003,69.0,8.0,4.0
340076031004,79.0,24.0,25.0
340076032001,85.0,12.0,28.0
340076032002,81.0,16.0,28.0
340076032003,48.0,8.0,12.0
340076032004,51.0,8.0,26.0
340076032005,195.0,8.0,62.0
340076033011,399.0,31.0,73.0
340076033012,63.0,12.0,29.0
340076033013,20.0,,36.0
340076033021,221.0,12.0,98.0
340076033022,135.0,12.0,31.0
340076033023,153.0,26.0,60.0
340076033031,68.0,16.0,22.0
340076033032,49.0,10.0,48.0
340076034001,198.0,20.0,70.0
340076034002,144.0,28.0,41.0
340076034003,134.0,4.0,36.0
340076034004,76.0,8.0,30.0
340076034005,77.0,12.0,36.0
340076035011,230.0,13.0,59.0
340076035012,233.0,12.0,97.0
340076035013,95.0,5.0,47.0
340076035031,89.0,4.0,28.0
340076035032,208.0,4.0,36.0
340076035033,121.0,8.0,45.0
340076035041,103.0,4.0,56.0
340076035042,82.0,,32.0
340076035051,186.0,4.0,37.0
340076035052,95.0,8.0,20.0
340076035061,341.0,4.0,85.0
340076035062,168.0,4.0,21.0
340076035063,47.0,4.0,8.0
340076035064,119.0,4.0,20.0
340076035071,205.0,8.0,121.0
340076035072,89.0,4.0,21.0
340076035073,149.0,,39.0
340076035074,86.0,,27.0
340076036011,102.0,13.0,30.0
340076036012,150.0,20.0,28.0
340076036021,154.0,12.0,27.0
340076036022,68.0,,34.0
340076036031,104.0,5.0,47.0
340076036032,99.0,,24.0
340076037001,52.0,16.0,12.0
340076037002,83.0,4.0,21.0
340076037003,60.0,12.0,32.0
340076038001,45.0,8.0,8.0
340076038002,110.0,24.0,18.0
340076038003,34.0,4.0,16.0
340076038004,39.0,16.0,4.0
340076038005,92.0,13.0,24.0
340076038006,63.0,12.0,8.0
340076039011,18.0,22.0,14.0
340076039012,72.0,20.0,4.0
340076039013,140.0,27.0,16.0
340076039014,68.0,,9.0
340076039015,12.0,4.0,
340076039021,190.0,33.0,32.0
340076039022,32.0,8.0,4.0
340076041001,32.0,12.0,
340076041002,86.0,8.0,16.0
340076042001,16.0,4.0,12.0
340076042002,12.0,8.0,
340076042003,39.0,8.0,12.0
340076042004,73.0,8.0,18.0
340076043001,44.0,12.0,8.0
340076043002,113.0,4.0,12.0
340076043003,53.0,4.0,12.0
340076044001,38.0,16.0,13.0
340076044002,60.0,20.0,8.0
340076044003,44.0,4.0,17.0
340076044004,16.0,,4.0
340076046001,91.0,28.0,8.0
340076046002,57.0,20.0,16.0
340076047001,31.0,26.0,16.0
340076047002,68.0,23.0,8.0
340076051001,115.0,,17.0
340076051002,179.0,11.0,49.0
340076052001,101.0,18.0,12.0
340076052002,104.0,,14.0
340076052003,123.0,4.0,4.0
340076053001,123.0,8.0,12.0
340076053002,114.0,6.0,20.0
340076054001,58.0,23.0,16.0
340076054002,129.0,31.0,4.0
340076054003,31.0,13.0,8.0
340076056021,58.0,8.0,4.0
340076056022,67.0,8.0,8.0
340076056023,142.0,8.0,40.0
340076057001,157.0,18.0,8.0
340076057002,103.0,4.0,4.0
340076057003,151.0,10.0,28.0
340076057004,64.0,4.0,
340076058001,93.0,22.0,24.0
340076058002,44.0,,20.0
340076058003,36.0,12.0,13.0
340076059001,74.0,4.0,8.0
340076059002,51.0,16.0,12.0
340076060001,54.0,6.0,12.0
340076060002,59.0,,8.0
340076061001,29.0,8.0,36.0
340076061002,67.0,13.0,19.0
340076062001,36.0,16.0,12.0
340076062002,57.0,20.0,32.0
340076062003,84.0,18.0,24.0
340076063001,61.0,21.0,39.0
340076063002,41.0,4.0,12.0
340076064001,59.0,16.0,21.0
340076064002,60.0,20.0,51.0
340076064003,82.0,12.0,16.0
340076065001,50.0,,
340076065002,75.0,,8.0
340076065003,64.0,6.0,
340076066001,148.0,4.0,12.0
340076067001,53.0,18.0,24.0
340076067002,139.0,4.0,8.0
340076067003,141.0,12.0,30.0
340076067004,220.0,12.0,52.0
340076068001,105.0,8.0,25.0
340076068002,171.0,12.0,31.0
340076068003,131.0,8.0,48.0
340076070001,235.0,28.0,47.0
340076070002,137.0,,
340076070003,392.0,23.0,78.0
340076071001,115.0,4.0,18.0
340076071002,49.0,14.0,9.0
340076071003,264.0,27.0,38.0
340076071004,183.0,23.0,50.0
340076072001,225.0,33.0,39.0
340076072002,137.0,19.0,15.0
340076072003,32.0,4.0,29.0
340076072004,92.0,8.0,33.0
340076073001,258.0,28.0,26.0
340076073002,97.0,10.0,28.0
340076073003,83.0,,4.0
340076073004,118.0,8.0,8.0
340076074011,117.0,4.0,12.0
340076074012,231.0,8.0,28.0
340076074021,163.0,16.0,23.0
340076074022,118.0,,8.0
340076075021,148.0,8.0,30.0
340076075022,119.0,,33.0
340076075023,65.0,,20.0
340076075031,126.0,4.0,37.0
340076075032,89.0,,32.0
340076075033,64.0,4.0,40.0
340076075034,139.0,8.0,48.0
340076075041,111.0,18.0,41.0
340076075042,179.0,25.0,103.0
340076075051,212.0,8.0,44.0
340076075052,62.0,9.0,17.0
340076075053,176.0,12.0,52.0
340076075061,164.0,,20.0
340076075062,61.0,,4.0
340076075071,289.0,4.0,44.0
340076075072,24.0,4.0,4.0
340076075073,145.0,8.0,12.0
340076075074,67.0,,12.0
340076076001,85.0,4.0,8.0
340076076002,172.0,,12.0
340076077011,57.0,4.0,
340076077012,60.0,4.0,
340076077013,83.0,,4.0
340076077014,223.0,12.0,18.0
340076077021,154.0,,8.0
340076077022,110.0,4.0,4.0
340076077023,109.0,4.0,
340076077024,181.0,12.0,16.0
340076078011,106.0,8.0,12.0
340076078012,160.0,12.0,8.0
340076078013,45.0,8.0,8.0
340076078014,183.0,20.0,14.0
340076078015,81.0,,8.0
340076078021,303.0,,20.0
340076078022,106.0,,
340076079001,83.0,4.0,24.0
340076079002,219.0,8.0,17.0
340076080011,150.0,,37.0
340076080012,164.0,,4.0
340076080013,149.0,,12.0
340076082021,474.0,25.0,72.0
340076082022,394.0,14.0,18.0
340076082051,461.0,16.0,73.0
340076082052,415.0,8.0,43.0
340076082061,279.0,12.0,52.0
340076082062,132.0,14.0,38.0
340076082063,130.0,4.0,8.0
340076082091,99.0,5.0,5.0
340076082092,187.0,16.0,43.0
340076082093,97.0,,8.0
340076082101,175.0,8.0,36.0
340076082102,490.0,12.0,68.0
340076082111,319.0,20.0,65.0
340076082112,362.0,8.0,59.0
340076082113,216.0,17.0,50.0
340076083021,158.0,14.0,12.0
340076083022,123.0,46.0,25.0
340076083023,454.0,16.0,46.0
340076083031,338.0,22.0,42.0
340076083032,191.0,,49.0
340076083041,267.0,8.0,67.0
340076083042,143.0,16.0,39.0
340076083043,516.0,12.0,69.0
340076084011,318.0,8.0,49.0
340076084012,215.0,,22.0
340076084013,176.0,,34.0
340076084021,276.0,12.0,100.0
340076084022,200.0,13.0,19.0
340076084031,437.0,8.0,78.0
340076084032,484.0,4.0,99.0
340076084033,227.0,4.0,47.0
340076084041,345.0,44.0,73.0
340076084042,248.0,4.0,46.0
340076084043,411.0,8.0,43.0
340076085031,253.0,12.0,12.0
340076085032,121.0,8.0,16.0
340076085041,428.0,,46.0
340076085042,187.0,8.0,12.0
340076086001,280.0,4.0,20.0
340076086002,246.0,13.0,26.0
340076086003,100.0,12.0,4.0
340076087001,193.0,9.0,25.0
340076087002,295.0,8.0,37.0
340076087003,183.0,12.0,8.0
340076087004,479.0,4.0,103.0
340076088001,133.0,14.0,31.0
340076088002,150.0,25.0,13.0
340076088003,264.0,13.0,12.0
340076088004,242.0,20.0,20.0
340076089011,426.0,28.0,52.0
340076089012,362.0,21.0,44.0
340076089013,176.0,8.0,8.0
340076089031,127.0,6.0,20.0
340076089032,205.0,4.0,32.0
340076089033,149.0,4.0,25.0
340076089041,333.0,,25.0
340076090001,46.0,,4.0
340076090002,180.0,,24.0
340076091031,153.0,6.0,12.0
340076091032,287.0,16.0,28.0
340076091033,312.0,20.0,20.0
340076092011,194.0,8.0,24.0
340076092012,122.0,12.0,24.0
340076092013,168.0,4.0,29.0
340076092021,197.0,4.0,26.0
340076092022,382.0,8.0,20.0
340076092031,304.0,20.0,40.0
340076092032,553.0,20.0,111.0
340076092033,281.0,,73.0
340076092041,125.0,,8.0
340076092042,175.0,4.0,20.0
340076092043,126.0,,4.0
340076092051,69.0,4.0,4.0
340076092052,497.0,,82.0
340076092053,127.0,,43.0
340076092054,260.0,8.0,20.0
340076103001,95.0,4.0,39.0
340076104001,89.0,4.0,16.0
340076104002,30.0,4.0,10.0
340076104003,32.0,,4.0
340076105001,120.0,20.0,24.0
340076105002,45.0,29.0,12.0
340076105003,34.0,24.0,4.0
340076105004,174.0,32.0,27.0
340076105005,98.0,38.0,38.0
340076106001,91.0,16.0,27.0
340076108001,419.0,45.0,29.0
340076109001,103.0,16.0,29.0
340076109002,125.0,21.0,24.0
340076109003,122.0,8.0,23.0
340076110001,184.0,,4.0
340076110002,236.0,12.0,4.0
340076110003,93.0,4.0,28.0
340076110004,106.0,8.0,4.0
340076110005,98.0,,17.0
340076110006,162.0,8.0,24.0
340076111001,218.0,45.0,28.0
340076111002,179.0,53.0,47.0
340076111003,105.0,9.0,
340076112001,251.0,4.0,33.0
340076112002,139.0,8.0,20.0
340076112003,133.0,,4.0
340076112004,170.0,4.0,17.0
340076113002,46.0,4.0,
340076113003,203.0,24.0,34.0
340076113004,123.0,4.0,24.0
340076113005,83.0,20.0,8.0
340076113006,104.0,4.0,14.0
340076114001,294.0,4.0,38.0
340076114002,276.0,4.0,31.0
340076115001,107.0,4.0,12.0
340076115002,332.0,4.0,26.0
340076115003,136.0,,30.0
340076116001,73.0,12.0,12.0
340076116002,33.0,8.0,4.0
340076116003,166.0,10.0,33.0
340076116004,97.0,12.0,
340076117001,65.0,11.0,4.0
340076117002,56.0,4.0,12.0
340076117003,74.0,28.0,4.0
340090201012,32.0,,
340090201013,16.0,,
340090201014,18.0,4.0,8.0
340090201021,4.0,,
340090201022,4.0,,4.0
340090201023,13.0,4.0,4.0
340090202011,4.0,,4.0
340090202012,21.0,,18.0
340090202031,8.0,,4.0
340090202032,4.0,,
340090202033,24.0,,
340090202051,12.0,,
340090202052,12.0,,4.0
340090202061,12.0,,
340090202062,9.0,4.0,
340090203011,4.0,,
340090203012,12.0,,
340090203013,12.0,,
340090203014,4.0,,
340090203021,28.0,,8.0
340090203022,17.0,,
340090203023,37.0,,
340090203024,16.0,,
340090204001,64.0,,4.0
340090205001,12.0,4.0,
340090205002,4.0,,
340090205003,4.0,,4.0
340090206001,29.0,,
340090207001,25.0,,
340090207002,36.0,,4.0
340090208001,16.0,,
340090208002,37.0,,
340090208003,5.0,,
340090208004,29.0,,8.0
340090209011,8.0,,
340090209021,4.0,,
340090209022,8.0,,
340090210011,36.0,4.0,8.0
340090210021,56.0,,
340090210022,4.0,,
340090211001,12.0,,4.0
340090211002,12.0,,
340090211003,20.0,,
340090213001,36.0,,
340090213002,4.0,,
340090213003,12.0,,4.0
340090213004,12.0,,4.0
340090214001,25.0,,
340090214002,20.0,4.0,
340090214003,12.0,,
340090214004,40.0,,12.0
340090215001,4.0,,
340090215002,8.0,,
340090216001,8.0,,9.0
340090216002,4.0,,
340090216003,12.0,,
340090216004,8.0,4.0,
340090217011,4.0,,12.0
340090217012,31.0,,4.0
340090217021,4.0,,
340090217022,33.0,,
340090217023,20.0,,4.0
340090218031,20.0,,4.0
340090218032,8.0,4.0,
340090218033,24.0,,
340090218042,16.0,,4.0
340090218043,44.0,,
340090218051,16.0,,
340090218052,4.0,,
340090218053,4.0,,
340090218062,13.0,,
340090218063,12.0,,
340090218064,8.0,,
340090219002,12.0,,4.0
340090219003,8.0,,
340090221011,4.0,,
340090221021,4.0,,
340090221022,8.0,,
340090221023,6.0,,
340090221024,16.0,,
340110101011,70.0,,8.0
340110101013,36.0,,7.0
340110102001,25.0,,
340110102002,36.0,,4.0
340110102003,16.0,,4.0
340110103011,28.0,,
340110103012,52.0,4.0,
340110103021,8.0,,
340110103022,20.0,4.0,
340110104011,49.0,,4.0
340110104012,24.0,,
340110104013,4.0,,
340110104014,28.0,,
340110105001,72.0,,4.0
340110105002,24.0,4.0,
340110106001,48.0,,
340110106002,103.0,8.0,8.0
340110106003,44.0,,4.0
340110106004,16.0,,4.0
340110107001,42.0,,8.0
340110107002,73.0,4.0,
340110107003,37.0,,4.0
340110107004,88.0,,4.0
340110107005,116.0,4.0,8.0
340110108001,28.0,,
340110108002,78.0,,12.0
340110108003,32.0,,4.0
340110201001,13.0,,
340110202002,16.0,,4.0
340110203001,44.0,,4.0
340110203002,49.0,,
340110204001,10.0,,4.0
340110204002,48.0,,4.0
340110205031,8.0,,
340110206002,36.0,,
340110206003,8.0,,
340110301001,4.0,,
340110302001,12.0,,8.0
340110302002,25.0,,
340110302003,4.0,4.0,
340110302004,8.0,,4.0
340110302005,4.0,,
340110303001,12.0,,
340110303002,11.0,4.0,
340110303003,16.0,,
340110304001,35.0,4.0,13.0
340110304002,16.0,,8.0
340110304003,61.0,,8.0
340110304004,35.0,,4.0
340110304005,62.0,,4.0
340110305011,44.0,4.0,4.0
340110305012,8.0,,
340110305013,38.0,8.0,8.0
340110305014,95.0,4.0,8.0
340110305021,50.0,,12.0
340110305022,64.0,4.0,4.0
340110403001,37.0,,
340110403002,67.0,,8.0
340110404001,70.0,,
340110404002,32.0,,
340110404003,18.0,,4.0
340110404004,34.0,,4.0
340110405001,42.0,,
340110405002,42.0,,
340110405003,4.0,,4.0
340110406001,46.0,,4.0
340110406002,36.0,,4.0
340110406003,35.0,,
340110406004,20.0,,4.0
340110407001,35.0,4.0,5.0
340110407002,60.0,4.0,8.0
340110407003,81.0,8.0,8.0
340110407004,62.0,,4.0
340110408001,35.0,,
340110408002,103.0,,26.0
340110408003,64.0,,4.0
340110409011,92.0,,4.0
340110409012,148.0,4.0,4.0
340110409021,21.0,,
340110409022,121.0,,
340110409023,27.0,,
340110409024,32.0,,
340110409025,124.0,4.0,4.0
340110410001,36.0,4.0,
340110410002,21.0,4.0,4.0
340110410003,68.0,4.0,4.0
340110410004,37.0,,
340110411001,47.0,,
340110411002,28.0,,4.0
340110411004,17.0,,
340130001001,4.0,,
340130001003,4.0,,
340130011001,12.0,,
340130015001,12.0,,
340130021002,4.0,,
340130023002,4.0,,
340130031001,4.0,,
340130038001,4.0,4.0,
340130044002,4.0,,
340130049003,4.0,,
340130072002,4.0,,
340130073001,4.0,,
340130073003,4.0,,
