census_block_group,visits_wawa,visits_7_eleven,visits_starbucks
420110010001,8.0,,
420110010002,8.0,,12.0
420110011001,16.0,,4.0
420110013001,4.0,,
420110013002,4.0,,
420110013003,4.0,,
420110014003,4.0,,
420110015001,4.0,,
420110015002,4.0,,
420110016001,4.0,,
420110017001,4.0,,4.0
420110019001,10.0,,
420110020001,12.0,4.0,
420110020002,4.0,4.0,
420110021002,4.0,,
420110023002,7.0,,
420110025001,6.0,,
420110025002,4.0,,
420110026002,8.0,,
420110027002,8.0,4.0,4.0
420110029001,30.0,,24.0
420110101001,13.0,,
420110101002,4.0,4.0,4.0
420110101003,12.0,,4.0
420110102012,4.0,,
420110102022,12.0,,
420110102023,27.0,4.0,
420110103021,8.0,,
420110103022,4.0,,
420110103031,8.0,4.0,
420110103042,20.0,4.0,4.0
420110103043,4.0,,
420110103044,16.0,,
420110104001,53.0,,
420110104003,8.0,,
420110104004,8.0,4.0,
420110105002,4.0,,
420110105003,36.0,4.0,
420110105004,4.0,4.0,
420110106001,8.0,4.0,8.0
420110106002,12.0,,
420110106004,22.0,,9.0
420110107002,41.0,5.0,
420110107003,12.0,,4.0
420110108011,11.0,,
420110108021,4.0,4.0,4.0
420110108022,52.0,8.0,4.0
420110108023,28.0,,
420110109021,12.0,4.0,8.0
420110109022,16.0,,4.0
420110109023,16.0,,
420110109031,46.0,,
420110109033,8.0,,
420110109041,47.0,4.0,
420110109042,4.0,,
420110109051,16.0,,
420110109052,12.0,,4.0
420110109053,16.0,,
420110110002,16.0,,
420110110003,8.0,,4.0
420110110004,13.0,4.0,
420110111011,8.0,,4.0
420110111012,20.0,,4.0
420110111021,4.0,,
420110111023,4.0,,4.0
420110112002,4.0,,
420110112003,4.0,,
420110113001,16.0,4.0,
420110113002,35.0,9.0,4.0
420110114002,4.0,,
420110114003,4.0,,
420110114004,12.0,,
420110114005,14.0,,
420110115001,9.0,,4.0
420110115002,8.0,,
420110116011,8.0,,
420110116012,8.0,,
420110116013,13.0,,4.0
420110116021,4.0,,
420110116023,12.0,,4.0
420110116031,12.0,4.0,9.0
420110116032,28.0,,
420110116033,20.0,,9.0
420110116034,12.0,,
420110117011,99.0,,13.0
420110117012,108.0,,8.0
420110117013,49.0,4.0,16.0
420110117021,12.0,4.0,
420110117022,20.0,,
420110117031,93.0,8.0,12.0
420110117032,197.0,12.0,43.0
420110118001,20.0,,
420110118002,47.0,,12.0
420110118003,188.0,8.0,8.0
420110119021,86.0,4.0,4.0
420110119022,43.0,12.0,12.0
420110119023,114.0,,25.0
420110119031,36.0,4.0,4.0
420110119032,259.0,,79.0
420110119041,45.0,,12.0
420110119042,70.0,,8.0
420110119043,66.0,,28.0
420110119044,155.0,4.0,16.0
420110120011,72.0,8.0,12.0
420110120021,24.0,,10.0
420110120022,48.0,4.0,
420110120023,24.0,,
420110120024,4.0,,4.0
420110120025,85.0,4.0,8.0
420110121011,43.0,,
420110121031,13.0,,
420110121032,36.0,,
420110121041,4.0,,
420110121042,29.0,,
420110121051,28.0,,12.0
420110121052,8.0,8.0,4.0
420110121053,50.0,,
420110122002,8.0,,
420110122003,8.0,4.0,
420110123002,42.0,4.0,4.0
420110123003,8.0,,4.0
420110123004,20.0,,4.0
420110124001,16.0,,
420110124002,20.0,,
420110125001,29.0,,
420110125002,4.0,,
420110126002,8.0,,
420110127001,16.0,,
420110127004,24.0,,4.0
420110127005,12.0,4.0,
420110128002,8.0,,
420110128003,16.0,4.0,4.0
420110128004,5.0,,
420110129001,20.0,,
420110129002,4.0,,
420110129003,8.0,,
420110129004,45.0,4.0,8.0
420110129005,4.0,4.0,12.0
420110130001,150.0,,12.0
420110130002,126.0,8.0,16.0
420110130003,178.0,,11.0
420110130004,191.0,,23.0
420110131001,237.0,,33.0
420110131002,126.0,,15.0
420110131003,98.0,,12.0
420110132001,137.0,,12.0
420110132002,182.0,4.0,24.0
420110132003,90.0,,8.0
420110133011,47.0,,
420110133012,106.0,,10.0
420110133021,92.0,,15.0
420110133022,321.0,8.0,43.0
420110133023,204.0,,4.0
420110133024,82.0,,6.0
420110134011,29.0,,8.0
420110134012,4.0,,
420110134013,28.0,,
420110134014,8.0,,
420110134015,12.0,,
420110134021,29.0,,
420110134022,82.0,8.0,4.0
420110135001,47.0,,
420110135002,12.0,,4.0
420110135003,20.0,,4.0
420110135004,48.0,4.0,
420110136001,8.0,,
420110136002,4.0,4.0,
420110136003,8.0,,
420110137011,4.0,,
420110137012,17.0,,
420110137021,4.0,,
420110137022,8.0,,
420110137023,4.0,,
420110138001,4.0,,
420110138002,4.0,,
420110138003,17.0,,
420110139001,4.0,,
420110139002,12.0,,
420110139003,4.0,,
420110139004,12.0,,
420110140001,8.0,4.0,
420110140002,16.0,,5.0
420110140003,20.0,5.0,
420110141001,8.0,,
420110141002,4.0,,
420110141003,68.0,4.0,44.0
420110142001,8.0,,
420110142002,41.0,,
420110142003,37.0,,4.0
420110142004,8.0,,
420130104021,4.0,,
420130106001,4.0,,
420130107002,9.0,4.0,4.0
420130109004,4.0,,
420130112001,4.0,,
420130114002,5.0,,
420131008001,4.0,,
420131012001,4.0,,
420131014002,5.0,,
420159505005,8.0,,
420159507002,5.0,,
420159509001,4.0,,
420159509002,8.0,,
420159509004,4.0,,
420159510001,4.0,,
420159511001,8.0,,
420159511002,4.0,,
420159512002,4.0,,
420171001021,188.0,16.0,26.0
420171001022,120.0,,12.0
420171001031,40.0,,12.0
420171001032,84.0,12.0,4.0
420171001041,83.0,,16.0
420171001042,150.0,26.0,20.0
420171001051,93.0,8.0,12.0
420171001052,148.0,41.0,34.0
420171001053,145.0,12.0,22.0
420171002011,97.0,31.0,16.0
420171002012,133.0,26.0,26.0
420171002013,93.0,20.0,33.0
420171002014,317.0,57.0,29.0
420171002061,205.0,8.0,71.0
420171002062,104.0,24.0,32.0
420171002063,54.0,17.0,25.0
420171002071,169.0,38.0,14.0
420171002072,165.0,36.0,14.0
420171002081,293.0,64.0,24.0
420171002082,187.0,51.0,36.0
420171002083,109.0,30.0,4.0
420171002084,129.0,57.0,12.0
420171002091,80.0,15.0,27.0
420171002092,121.0,18.0,53.0
420171002093,69.0,12.0,39.0
420171002094,235.0,49.0,24.0
420171002095,102.0,29.0,4.0
420171002101,215.0,36.0,40.0
420171002102,125.0,8.0,22.0
420171002103,99.0,14.0,26.0
420171002104,156.0,35.0,17.0
420171002105,160.0,19.0,16.0
420171002111,57.0,13.0,31.0
420171002112,72.0,20.0,16.0
420171002113,152.0,8.0,35.0
420171002114,165.0,45.0,63.0
420171002121,232.0,24.0,52.0
420171002122,139.0,4.0,53.0
420171003021,133.0,25.0,16.0
420171003022,215.0,41.0,16.0
420171003023,273.0,52.0,41.0
420171003024,190.0,24.0,24.0
420171003031,232.0,23.0,4.0
420171003032,269.0,39.0,41.0
420171003033,189.0,40.0,8.0
420171003041,214.0,39.0,16.0
420171003061,91.0,42.0,20.0
420171003062,264.0,63.0,47.0
420171003071,144.0,53.0,25.0
420171003072,118.0,35.0,4.0
420171003073,224.0,79.0,21.0
420171003074,222.0,58.0,17.0
420171004011,289.0,42.0,31.0
420171004012,112.0,24.0,29.0
420171004013,192.0,21.0,33.0
420171004014,167.0,12.0,20.0
420171004015,152.0,40.0,12.0
420171004021,99.0,16.0,29.0
420171004022,139.0,24.0,24.0
420171004023,169.0,50.0,17.0
420171004024,217.0,24.0,20.0
420171004025,148.0,,8.0
420171004026,187.0,42.0,22.0
420171004031,224.0,54.0,35.0
420171004032,125.0,41.0,8.0
420171004041,46.0,10.0,12.0
420171004042,144.0,53.0,16.0
420171004043,61.0,20.0,8.0
420171004044,103.0,23.0,22.0
420171004045,97.0,37.0,8.0
420171004046,96.0,38.0,27.0
420171004047,86.0,20.0,8.0
420171004061,185.0,27.0,35.0
420171004062,53.0,10.0,19.0
420171004063,203.0,20.0,34.0
420171004071,99.0,52.0,40.0
420171004081,73.0,33.0,26.0
420171004082,206.0,38.0,48.0
420171004083,161.0,16.0,28.0
420171004084,165.0,24.0,33.0
420171004085,137.0,19.0,17.0
420171005001,190.0,4.0,56.0
420171005002,250.0,20.0,36.0
420171006001,126.0,16.0,4.0
420171006002,223.0,22.0,39.0
420171006003,177.0,16.0,12.0
420171007001,106.0,35.0,14.0
420171007002,241.0,40.0,36.0
420171007003,240.0,26.0,24.0
420171008031,119.0,24.0,95.0
420171008032,121.0,39.0,61.0
420171008033,108.0,37.0,35.0
420171008041,122.0,24.0,27.0
420171008042,205.0,62.0,24.0
420171008043,173.0,29.0,34.0
420171008051,191.0,4.0,46.0
420171008052,348.0,66.0,74.0
420171008053,96.0,12.0,16.0
420171008054,209.0,22.0,40.0
420171008055,167.0,31.0,87.0
420171008071,84.0,8.0,9.0
420171008072,128.0,47.0,37.0
420171008081,84.0,27.0,94.0
420171008082,99.0,12.0,83.0
420171008083,68.0,9.0,42.0
420171008091,77.0,12.0,71.0
420171008092,98.0,9.0,78.0
420171008093,206.0,39.0,122.0
420171008111,136.0,37.0,40.0
420171008112,93.0,24.0,35.0
420171008113,298.0,75.0,36.0
420171009001,201.0,66.0,92.0
420171009002,277.0,95.0,40.0
420171009003,139.0,19.0,54.0
420171009004,184.0,110.0,28.0
420171011001,61.0,27.0,32.0
420171011002,151.0,37.0,43.0
420171014011,111.0,12.0,24.0
420171014012,186.0,,43.0
420171014013,93.0,,26.0
420171014014,142.0,4.0,46.0
420171014031,154.0,,71.0
420171014032,198.0,29.0,76.0
420171014033,195.0,16.0,57.0
420171014034,197.0,23.0,86.0
420171014041,300.0,9.0,98.0
420171014042,58.0,,25.0
420171014051,124.0,16.0,35.0
420171014052,193.0,21.0,41.0
420171014053,428.0,55.0,91.0
420171014054,264.0,31.0,95.0
420171014055,57.0,17.0,20.0
420171015031,193.0,49.0,56.0
420171015032,186.0,16.0,69.0
420171015041,71.0,12.0,54.0
420171015042,120.0,26.0,65.0
420171015051,312.0,40.0,137.0
420171015052,66.0,,38.0
420171015061,40.0,4.0,36.0
420171015062,100.0,20.0,41.0
420171015063,100.0,15.0,24.0
420171015064,60.0,4.0,57.0
420171015065,137.0,20.0,48.0
420171016031,133.0,34.0,37.0
420171016032,187.0,21.0,78.0
420171016033,51.0,24.0,14.0
420171016051,84.0,8.0,32.0
420171016052,233.0,88.0,101.0
420171016071,53.0,8.0,41.0
420171016072,194.0,37.0,76.0
420171016091,188.0,36.0,73.0
420171016092,125.0,20.0,45.0
420171016093,72.0,31.0,37.0
420171016101,113.0,46.0,70.0
420171016102,223.0,39.0,63.0
420171016103,64.0,20.0,4.0
420171016111,245.0,39.0,100.0
420171016112,149.0,24.0,63.0
420171016113,273.0,46.0,109.0
420171018021,462.0,16.0,169.0
420171018022,437.0,43.0,195.0
420171018031,378.0,16.0,135.0
420171018032,142.0,12.0,42.0
420171018033,276.0,40.0,103.0
420171018051,104.0,8.0,55.0
420171018071,217.0,26.0,39.0
420171018072,244.0,30.0,99.0
420171018081,239.0,39.0,46.0
420171019001,138.0,16.0,30.0
420171019002,290.0,8.0,91.0
420171020021,95.0,9.0,25.0
420171020022,86.0,8.0,25.0
420171020031,291.0,36.0,81.0
420171020032,172.0,8.0,30.0
420171020041,133.0,4.0,35.0
420171020042,74.0,,15.0
420171020043,159.0,12.0,22.0
420171021021,186.0,4.0,53.0
420171021022,276.0,4.0,59.0
420171021041,192.0,16.0,66.0
420171021042,436.0,25.0,157.0
420171021043,232.0,8.0,151.0
420171023001,387.0,,83.0
420171023002,232.0,,44.0
420171024011,292.0,,60.0
420171024012,129.0,,16.0
420171024021,139.0,6.0,64.0
420171024022,288.0,4.0,57.0
420171024023,150.0,4.0,25.0
420171025001,44.0,,4.0
420171025002,279.0,16.0,72.0
420171025003,163.0,,46.0
420171026001,192.0,4.0,101.0
420171027001,235.0,4.0,110.0
420171027002,190.0,12.0,50.0
420171027003,101.0,,28.0
420171028011,371.0,,45.0
420171028012,176.0,,9.0
420171031011,45.0,,
420171031012,100.0,8.0,16.0
420171031013,77.0,4.0,
420171031021,71.0,,4.0
420171031022,64.0,8.0,4.0
420171031023,99.0,,8.0
420171031031,365.0,24.0,29.0
420171031032,276.0,4.0,31.0
420171033001,129.0,19.0,24.0
420171033002,91.0,21.0,4.0
420171034001,83.0,4.0,20.0
420171034002,104.0,,14.0
420171034003,93.0,16.0,8.0
420171037001,115.0,12.0,19.0
420171037002,64.0,4.0,12.0
420171038001,4.0,,4.0
420171039001,40.0,,20.0
420171039002,94.0,,9.0
420171039003,20.0,,8.0
420171039004,63.0,12.0,
420171040001,222.0,,31.0
420171040002,565.0,20.0,167.0
420171041001,183.0,4.0,39.0
420171042011,335.0,8.0,78.0
420171042031,315.0,12.0,136.0
420171042032,235.0,4.0,68.0
420171042041,207.0,4.0,51.0
420171042042,403.0,56.0,172.0
420171043011,85.0,8.0,69.0
420171043031,32.0,6.0,46.0
420171043032,97.0,8.0,51.0
420171043033,82.0,,30.0
420171043041,26.0,,39.0
420171043042,20.0,,12.0
420171044001,50.0,,45.0
420171045021,674.0,24.0,265.0
420171045022,86.0,4.0,20.0
420171045023,16.0,,12.0
420171045031,146.0,14.0,100.0
420171045032,116.0,4.0,62.0
420171045051,131.0,12.0,116.0
420171045052,66.0,8.0,45.0
420171045053,131.0,,111.0
420171045061,201.0,,86.0
420171046011,151.0,32.0,74.0
420171046012,216.0,28.0,74.0
420171046031,264.0,23.0,111.0
420171046032,107.0,13.0,59.0
420171046033,129.0,4.0,67.0
420171046041,91.0,,38.0
420171046042,161.0,12.0,45.0
420171046043,82.0,16.0,41.0
420171046044,71.0,4.0,35.0
420171047011,9.0,8.0,8.0
420171047012,104.0,8.0,67.0
420171047013,12.0,,22.0
420171047021,10.0,,4.0
420171047022,22.0,,8.0
420171047023,31.0,5.0,8.0
420171047031,120.0,8.0,41.0
420171047032,84.0,4.0,27.0
420171048001,219.0,21.0,58.0
420171048002,188.0,20.0,65.0
420171049011,190.0,18.0,39.0
420171049012,226.0,12.0,97.0
420171049013,233.0,,36.0
420171049021,194.0,14.0,43.0
420171049022,311.0,27.0,109.0
420171049023,381.0,28.0,111.0
420171050031,47.0,4.0,28.0
420171050032,283.0,37.0,111.0
420171050033,154.0,8.0,98.0
420171050041,216.0,24.0,94.0
420171050042,225.0,13.0,69.0
420171050043,180.0,8.0,77.0
420171050061,139.0,17.0,57.0
420171050062,238.0,12.0,104.0
420171050063,135.0,8.0,114.0
420171050064,94.0,,37.0
420171050081,220.0,13.0,114.0
420171050082,141.0,21.0,121.0
420171050091,137.0,26.0,71.0
420171050092,188.0,12.0,76.0
420171050101,126.0,20.0,113.0
420171050102,224.0,16.0,117.0
420171050111,155.0,25.0,116.0
420171050112,170.0,20.0,75.0
420171050121,154.0,16.0,64.0
420171050122,162.0,8.0,36.0
420171050131,274.0,28.0,122.0
420171050132,194.0,17.0,100.0
420171051001,189.0,28.0,231.0
420171052021,163.0,58.0,186.0
420171052022,28.0,16.0,52.0
420171052023,65.0,28.0,79.0
420171052031,53.0,13.0,131.0
420171052061,142.0,20.0,159.0
420171052062,63.0,16.0,91.0
420171052071,145.0,28.0,246.0
420171052072,137.0,4.0,208.0
420171052081,48.0,20.0,203.0
420171053001,60.0,18.0,62.0
420171053002,24.0,21.0,40.0
420171053003,24.0,16.0,18.0
420171054001,55.0,8.0,135.0
420171054002,48.0,16.0,96.0
420171054003,117.0,12.0,202.0
420171054004,75.0,14.0,106.0
420171055051,192.0,12.0,81.0
420171055052,151.0,16.0,58.0
420171055061,109.0,12.0,116.0
420171055062,143.0,9.0,63.0
420171055071,90.0,,31.0
420171055072,155.0,20.0,65.0
420171055073,73.0,13.0,58.0
420171055074,179.0,8.0,73.0
420171055081,92.0,4.0,82.0
420171055082,76.0,4.0,98.0
420171055091,91.0,4.0,61.0
420171055092,71.0,4.0,63.0
420171055093,70.0,8.0,34.0
420171055101,66.0,8.0,33.0
420171055102,132.0,16.0,66.0
420171055111,73.0,9.0,54.0
420171055112,107.0,4.0,75.0
420171056001,71.0,9.0,57.0
420171057021,206.0,37.0,36.0
420171057022,133.0,24.0,42.0
420171057041,88.0,28.0,13.0
420171057042,132.0,30.0,22.0
420171057043,112.0,20.0,22.0
420171057044,34.0,,12.0
420171057045,79.0,8.0,12.0
420171058011,199.0,12.0,51.0
420171058012,73.0,25.0,24.0
420171058013,300.0,54.0,81.0
420171058051,279.0,44.0,54.0
420171058052,198.0,52.0,12.0
420171058053,255.0,36.0,26.0
420171058054,167.0,20.0,33.0
420171058071,209.0,74.0,33.0
420171058072,145.0,22.0,20.0
420171058081,64.0,16.0,5.0
420171058082,97.0,50.0,49.0
420171058083,157.0,62.0,73.0
420171058091,46.0,35.0,24.0
420171058092,165.0,84.0,52.0
420171058093,113.0,41.0,41.0
420171058101,215.0,82.0,24.0
420171058102,95.0,38.0,8.0
420171058111,88.0,25.0,20.0
420171058112,238.0,72.0,55.0
420171058113,124.0,47.0,22.0
420171058114,160.0,56.0,28.0
420171058115,222.0,106.0,48.0
420171058121,174.0,61.0,35.0
420171059001,124.0,45.0,32.0
420171059002,154.0,25.0,24.0
420171060001,132.0,41.0,33.0
420171060002,159.0,24.0,41.0
420171060003,149.0,26.0,41.0
420171060004,125.0,35.0,52.0
420171061001,63.0,39.0,12.0
420171061002,84.0,22.0,45.0
420171062001,231.0,51.0,123.0
420171062002,410.0,115.0,135.0
420171063001,243.0,12.0,112.0
420171063002,656.0,20.0,332.0
420171063003,107.0,4.0,29.0
420171064011,411.0,4.0,60.0
420171064012,679.0,13.0,82.0
420171064021,216.0,,32.0
420171064022,343.0,,36.0
420171064023,243.0,4.0,44.0
420171064024,161.0,,8.0
420171065001,155.0,4.0,4.0
420171065002,179.0,4.0,16.0
420171065003,355.0,41.0,65.0
420171065004,89.0,31.0,20.0
420171065005,117.0,27.0,17.0
420171066001,21.0,4.0,16.0
420171066002,26.0,,4.0
420179800001,4.0,,
420199022001,4.0,,
420199119003,4.0,,
420199123011,4.0,,
420199124012,4.0,4.0,4.0
420210001002,4.0,,
420210111001,4.0,,
420210111003,4.0,,
420210113002,10.0,,
420210115003,4.0,,
420210129002,4.0,,
420210132003,4.0,12.0,
420210135002,4.0,,
420210137001,16.0,4.0,4.0
420250201021,8.0,,
420250201022,4.0,,
420250201023,8.0,,
420250201031,8.0,,
420250201032,4.0,,
420250201051,39.0,,
420250201052,16.0,,8.0
420250201053,12.0,,
420250201062,21.0,,4.0
420250202001,4.0,,
420250202002,4.0,,
420250202003,4.0,,
420250202005,4.0,,
420250203001,8.0,,
420250203002,8.0,,
420250204002,8.0,,
420250204004,8.0,,
420250205001,8.0,,
420250205002,4.0,,
420250205003,4.0,,
420250205004,12.0,,
420250205005,12.0,,
420250205006,4.0,,
420250206001,4.0,,
420250206003,8.0,,
420250207001,32.0,,
420250207002,12.0,,
420250207004,4.0,,
420250208001,4.0,,
420250208002,20.0,4.0,
420250208005,4.0,,
420250208006,4.0,,
420250209002,20.0,,
420250209003,4.0,,
420270102001,4.0,,
420270109006,6.0,,
420270111002,4.0,,
420270113004,16.0,,
420270114003,4.0,,
420270115011,12.0,,
420270115021,9.0,,8.0
420270115023,12.0,,
420270115024,8.0,,12.0
420270116001,28.0,,4.0
420270116002,4.0,,4.0
420270117021,8.0,,
420270117023,8.0,,
420270118003,8.0,,
420270120002,24.0,,
420270120003,26.0,4.0,
420270120004,8.0,,5.0
420270120005,16.0,,8.0
420270121001,16.0,,
420270121002,12.0,4.0,8.0
420270121003,20.0,4.0,8.0
420270121004,12.0,,
420270122001,113.0,4.0,44.0
420270122002,12.0,,
420270122003,20.0,,
420270124001,12.0,,
420270124002,8.0,,4.0
420270124003,48.0,,8.0
420270125001,44.0,8.0,20.0
420270125002,8.0,,12.0
420270126001,24.0,,8.0
420293001011,25.0,,39.0
420293001012,49.0,12.0,75.0
420293001031,66.0,21.0,55.0
420293001032,16.0,6.0,25.0
420293001041,60.0,6.0,87.0
420293001042,85.0,15.0,107.0
420293001043,97.0,29.0,93.0
420293001061,61.0,,71.0
420293001062,76.0,8.0,16.0
420293001063,20.0,12.0,16.0
420293001071,99.0,4.0,99.0
420293001072,187.0,9.0,144.0
420293001081,71.0,,89.0
420293001082,41.0,5.0,117.0
420293001083,48.0,4.0,47.0
420293001091,40.0,,77.0
420293001092,54.0,,48.0
420293001093,45.0,,63.0
420293002011,118.0,4.0,107.0
420293002012,64.0,4.0,61.0
420293002013,36.0,9.0,8.0
420293002014,65.0,10.0,50.0
420293002021,54.0,,92.0
420293002022,111.0,19.0,160.0
420293002023,82.0,20.0,143.0
420293003011,106.0,14.0,87.0
420293003012,164.0,13.0,45.0
420293003021,98.0,19.0,73.0
420293003022,170.0,8.0,91.0
420293003031,50.0,8.0,41.0
420293003032,73.0,12.0,43.0
420293004001,90.0,4.0,37.0
420293004002,88.0,4.0,12.0
420293005011,108.0,12.0,76.0
420293005012,247.0,13.0,162.0
420293005021,32.0,12.0,22.0
420293005022,131.0,,22.0
420293005023,71.0,24.0,4.0
420293006001,189.0,,42.0
420293006002,125.0,14.0,32.0
420293006003,319.0,28.0,109.0
420293007001,43.0,,20.0
420293007002,10.0,17.0,4.0
420293007003,57.0,13.0,4.0
420293007004,54.0,13.0,24.0
420293008001,215.0,20.0,12.0
420293008002,98.0,8.0,8.0
420293009001,12.0,4.0,16.0
420293009002,30.0,4.0,12.0
420293009003,53.0,,20.0
420293010001,158.0,4.0,56.0
420293010002,117.0,,8.0
420293010003,108.0,8.0,17.0
420293010004,348.0,12.0,115.0
420293011001,222.0,8.0,4.0
420293011002,261.0,4.0,29.0
420293011003,76.0,4.0,10.0
420293013001,186.0,,45.0
420293013002,286.0,4.0,29.0
420293013003,491.0,8.0,53.0
420293014011,170.0,,12.0
420293014012,183.0,4.0,12.0
420293014021,200.0,,9.0
420293014022,369.0,8.0,50.0
420293015001,273.0,8.0,26.0
420293016001,165.0,,12.0
420293017001,83.0,,31.0
420293018001,258.0,4.0,34.0
420293018002,223.0,8.0,69.0
420293019001,243.0,4.0,86.0
420293019002,145.0,12.0,85.0
420293020001,71.0,4.0,54.0
420293020002,277.0,16.0,159.0
420293021011,243.0,8.0,96.0
420293021012,511.0,12.0,199.0
420293021021,35.0,4.0,32.0
420293021022,52.0,,41.0
420293021023,148.0,16.0,76.0
420293022021,215.0,13.0,74.0
420293022022,191.0,4.0,46.0
420293022023,186.0,4.0,33.0
420293022031,190.0,,42.0
420293022032,64.0,,4.0
420293022033,289.0,,80.0
420293022041,317.0,,45.0
420293022042,291.0,,64.0
420293022043,92.0,,54.0
420293023001,20.0,,4.0
420293023002,63.0,,5.0
420293023003,131.0,,12.0
420293024001,28.0,4.0,16.0
420293024002,28.0,,12.0
420293024003,131.0,,24.0
420293025001,99.0,4.0,24.0
420293025002,132.0,5.0,55.0
420293025003,74.0,4.0,25.0
420293025004,4.0,,8.0
420293026001,90.0,,4.0
420293026002,85.0,16.0,52.0
420293026003,104.0,10.0,67.0
420293026004,79.0,8.0,30.0
420293026005,85.0,4.0,8.0
420293027021,80.0,,19.0
420293027022,281.0,12.0,86.0
420293027023,141.0,8.0,29.0
420293027031,274.0,19.0,88.0
420293027032,245.0,,51.0
420293027041,242.0,8.0,21.0
420293027042,419.0,8.0,120.0
420293027051,210.0,20.0,38.0
420293027052,138.0,,21.0
420293027061,238.0,4.0,54.0
420293027062,205.0,24.0,53.0
420293027063,145.0,13.0,73.0
420293028021,55.0,4.0,8.0
420293028022,177.0,,29.0
420293028023,143.0,,43.0
420293028031,107.0,,4.0
420293028041,46.0,,12.0
420293028042,206.0,4.0,94.0
420293028051,99.0,,20.0
420293028052,165.0,10.0,45.0
420293028053,246.0,,25.0
420293028054,94.0,,17.0
420293029011,279.0,4.0,78.0
420293029012,269.0,8.0,44.0
420293029021,87.0,,28.0
420293029022,289.0,8.0,65.0
420293029023,298.0,,119.0
420293030001,328.0,,99.0
420293031001,193.0,,67.0
420293031002,149.0,,70.0
420293033011,157.0,12.0,45.0
420293033012,81.0,4.0,28.0
420293033021,148.0,4.0,69.0
420293033022,244.0,4.0,78.0
420293034011,43.0,,16.0
420293034012,55.0,4.0,8.0
420293034013,75.0,8.0,21.0
420293034021,88.0,4.0,16.0
420293034022,41.0,,23.0
420293035011,62.0,,48.0
420293035012,136.0,,62.0
420293035013,79.0,4.0,4.0
420293035021,158.0,,20.0
420293035022,20.0,,12.0
420293038011,416.0,,34.0
420293038012,192.0,,16.0
420293038021,136.0,5.0,8.0
420293038022,317.0,4.0,31.0
420293038023,287.0,8.0,49.0
420293038024,384.0,,37.0
420293039011,170.0,9.0,43.0
420293039012,151.0,16.0,98.0
420293039021,372.0,,92.0
420293039022,202.0,,70.0
420293040001,236.0,4.0,53.0
420293040002,214.0,4.0,22.0
420293041011,272.0,,41.0
420293041012,117.0,,12.0
420293041021,125.0,4.0,4.0
420293041022,184.0,8.0,16.0
420293042011,232.0,,16.0
420293042012,164.0,4.0,43.0
420293042013,180.0,4.0,15.0
420293042014,205.0,,
420293043001,256.0,4.0,47.0
420293043002,181.0,,42.0
420293043003,210.0,,27.0
420293044031,164.0,,77.0
420293044032,169.0,8.0,23.0
420293044041,191.0,,30.0
420293044042,172.0,,40.0
420293044043,94.0,,27.0
420293044051,228.0,11.0,49.0
420293044052,78.0,4.0,32.0
420293044053,325.0,8.0,86.0
420293044061,169.0,9.0,56.0
420293045011,667.0,,92.0
420293045012,254.0,,47.0
420293045021,205.0,4.0,21.0
420293045022,86.0,4.0,11.0
420293046001,199.0,8.0,16.0
420293046002,160.0,4.0,38.0
420293049001,224.0,,37.0
420293049002,218.0,8.0,35.0
420293049003,244.0,13.0,4.0
420293050001,138.0,4.0,24.0
420293051011,237.0,4.0,8.0
420293051012,214.0,4.0,25.0
420293051021,370.0,4.0,29.0
420293051022,170.0,,12.0
420293053001,92.0,,8.0
420293053002,194.0,,10.0
420293053003,511.0,,79.0
420293054001,214.0,4.0,24.0
420293054002,152.0,,16.0
420293055001,122.0,8.0,4.0
420293055002,141.0,4.0,4.0
420293056001,87.0,,
420293056002,158.0,4.0,10.0
420293057001,50.0,,4.0
420293057002,152.0,4.0,11.0
420293060001,80.0,,12.0
420293060002,142.0,,8.0
420293060003,789.0,8.0,99.0
420293063001,82.0,21.0,32.0
420293063002,72.0,8.0,8.0
420293065011,161.0,22.0,56.0
420293065012,170.0,13.0,92.0
420293065031,52.0,,32.0
420293065032,163.0,,23.0
420293065041,180.0,10.0,111.0
420293065042,59.0,12.0,8.0
420293066001,207.0,20.0,91.0
420293067001,232.0,12.0,164.0
420293067002,124.0,8.0,74.0
420293068001,90.0,,58.0
420293069001,189.0,33.0,130.0
420293069002,404.0,74.0,175.0
420293070001,653.0,58.0,221.0
420293071001,245.0,25.0,83.0
420293072001,54.0,,24.0
420293073001,71.0,8.0,4.0
420293073002,457.0,8.0,23.0
420293074001,83.0,,24.0
420293074002,242.0,,45.0
420293077001,85.0,8.0,34.0
420293078001,97.0,,61.0
420293079001,25.0,,4.0
420293079002,284.0,8.0,111.0
420293080001,147.0,17.0,15.0
420293080002,35.0,4.0,16.0
420293080003,160.0,11.0,87.0
420293081011,445.0,15.0,155.0
420293081021,203.0,4.0,109.0
420293081022,145.0,,93.0
420293082001,262.0,4.0,120.0
420293110001,176.0,12.0,33.0
420293110002,223.0,8.0,25.0
420293110003,377.0,14.0,79.0
420293111001,256.0,,78.0
420293112001,101.0,,12.0
420293112002,62.0,,22.0
420293113001,198.0,,102.0
420293113002,110.0,,24.0
420293114011,392.0,,60.0
420293114012,240.0,,16.0
420293114013,148.0,,
420293114014,22.0,,4.0
420293114031,304.0,4.0,24.0
420293114032,91.0,4.0,
420293114041,271.0,,13.0
420293114042,140.0,,16.0
420293115001,174.0,,24.0
420293115002,16.0,,
